title,company,address,experience,url,query,page,vacancy_id
Middle Business Analyst,Kaspi.kz,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136244078?query=BI+Analyst,BI Analyst,1,136244078
"Бизнес-аналитик по CRM, автоматизации и AI-проектам",ТОО Marketing GID,город республиканского значения Астана,Опыт 1-3 года,https://hh.ru/vacancy/136320816?query=BI+Analyst,BI Analyst,1,136320816
"BI-разработчик / Data Analyst Загородный отель, Московская область",Рябиновый берег,городской округ Мытищи,Опыт 3-6 лет,https://hh.ru/vacancy/135807248?query=BI+Analyst,BI Analyst,1,135807248
Business Analyst,Spayz.io,Минск,Опыт 3-6 лет,https://hh.ru/vacancy/136081564?query=BI+Analyst,BI Analyst,1,136081564
Ведущий продуктовый аналитик в команду CRM маркетинга\Product Analyst Middle – Marketing (CRM),S8 Capital,Москва,Без опыта,https://hh.ru/vacancy/136303489?query=BI+Analyst,BI Analyst,1,136303489
Ведущий BI-аналитик / Эксперт Power BI,ООО Йуми,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135977164?query=BI+Analyst,BI Analyst,2,135977164
Бизнес-аналитик/BI-аналитик,ООО Айдеко,Екатеринбург,Опыт 3-6 лет,https://hh.ru/vacancy/136256504?query=BI+Analyst,BI Analyst,2,136256504
Finance analyst/Финансовый аналитик (продажи),Reckitt,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136261156?query=BI+Analyst,BI Analyst,2,136261156
Контент-маркетолог / редактор B2B IT,ООО Денвик,Казань,Опыт 1-3 года,https://hh.ru/vacancy/136229483?query=BI+Analyst,BI Analyst,2,136229483
Программист BI,ООО ПМХ-Инфотех,"Тула, р-н Центральный",Опыт 3-6 лет,https://hh.ru/vacancy/136045533?query=BI+Analyst,BI Analyst,2,136045533
Transaction Efficiency Manager,Adviva,Астана,Опыт 1-3 года,https://hh.ru/vacancy/136327429?query=BI+Analyst,BI Analyst,2,136327429
Аналитик данных,СИНЕРГИЯ,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136311691?query=BI+Analyst,BI Analyst,2,136311691
Графический дизайнер,ООО Свит Кэт Шоп,"Иваново, р-н Фрунзенский",Без опыта,https://hh.ru/vacancy/135545824?query=BI+Analyst,BI Analyst,2,135545824
Аналитик отдела по работе с ключевыми клиентами / Customer Business Analyst,Арнест ЮниРусь,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136124742?query=BI+Analyst,BI Analyst,2,136124742
Аналитик бизнес решений (BI Analyst),ТОО Нестле Фуд Казахстан,"Алматы, улица Тимирязева, 28В",Опыт 1-3 года,https://hh.ru/vacancy/135786386?query=BI+Analyst,BI Analyst,2,135786386
Руководитель дирекции аналитики,Российское общество Знание,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135617685?query=BI+Analyst,BI Analyst,2,135617685
Начинающий аналитик данных / BI-аналитик,ACCELERATION,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135475242?query=BI+Analyst,BI Analyst,2,135475242
Data Analyst,.wrk,Мексика,Опыт 1-3 года,https://hh.ru/vacancy/135775117?query=BI+Analyst,BI Analyst,2,135775117
Аналитик данных/Data Analyst,ФГУП ЦРП,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135399672?query=BI+Analyst,BI Analyst,2,135399672
Специалист по управлению товарными запасами и товародвижением / Demand Planner (Китай),SILVERME JEWELRY,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135622776?query=BI+Analyst,BI Analyst,2,135622776
Разработчик 1С,ООО Твоя Сеть,"Тюмень, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/136293049?query=BI+Analyst,BI Analyst,2,136293049
Руководитель проектов ИИ и автоматизации,ГК Дикомп,"Саратов, р-н Кировский",Опыт 1-3 года,https://hh.ru/vacancy/135434844?query=BI+Analyst,BI Analyst,2,135434844
Главный аналитик данных,"ГРЧЦ, ФГУП",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136178356?query=BI+Analyst,BI Analyst,2,136178356
BI-разработчик/ BI-аналитик(Junior+/Middle),FIX,Казань,Опыт 1-3 года,https://hh.ru/vacancy/135206389?query=BI+Analyst,BI Analyst,2,135206389
"Руководитель отдела маркетинга / Head of Marketing по CRM, автоматизации и AI-проектам",ТОО Marketing GID,Костанай,Опыт 1-3 года,https://hh.ru/vacancy/136320830?query=BI+Analyst,BI Analyst,2,136320830
BI-аналитик,ООО Газпром информ,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/130917469?query=BI+Analyst,BI Analyst,3,130917469
"Специалист по государственным закупкам / развитие CRM, 1С и IT-проектов",ТОО Marketing GID,город республиканского значения Астана,Без опыта,https://hh.ru/vacancy/136003631?query=BI+Analyst,BI Analyst,3,136003631
BI – Аналитик/BI – разработчик,ООО Программный Инжиниринг и Технологии,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135690070?query=BI+Analyst,BI Analyst,3,135690070
BI аналитик (middle),ВкусВилл. Офис,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136072703?query=BI+Analyst,BI Analyst,3,136072703
Консультант-аналитик по решениям для ритейла (BI / ИИ),ООО InfoVizion,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136042912?query=BI+Analyst,BI Analyst,3,136042912
Analyst/Маркетинговый аналитик (Jun+),Rocket10,Москва,Опыт 1-3 года,https://hh.ru/vacancy/134215139?query=BI+Analyst,BI Analyst,3,134215139
Менеджер по экономической эффективности (Судоходная компания) в Турцию,,Москва,Без опыта,https://hh.ru/vacancy/135942623?query=BI+Analyst,BI Analyst,3,135942623
Аналитик данных/Data Analyst,Федеральное автономное учреждение «Национальный институт аккредитации» (ФАУ НИА),Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135970061?query=BI+Analyst,BI Analyst,3,135970061
Junior Sales Analyst,Citi Fuel (ООО Staff Atlantic),"Ташкент, улица Афросиаб, 12",Опыт 1-3 года,https://hh.ru/vacancy/135937206?query=BI+Analyst,BI Analyst,3,135937206
Аналитик данных,"МАГНИТ, Розничная сеть. IT",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135851267?query=BI+Analyst,BI Analyst,3,135851267
Аналитик,MARSHALL,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135899384?query=BI+Analyst,BI Analyst,3,135899384
Huawei Retail Specialist,ТОО Хуавей Текнолоджиз Казахстан,"Алматы, проспект Достык, 210Б",Опыт 1-3 года,https://hh.ru/vacancy/135189594?query=BI+Analyst,BI Analyst,3,135189594
Старший продуктовый аналитик (Senior Product Analyst),getmatch,"Москва, р-н Аэропорт",Опыт 3-6 лет,https://hh.ru/vacancy/136341122?query=BI+Analyst,BI Analyst,3,136341122
Руководитель проектов,Первый Бит,"Хабаровск, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/135681829?query=BI+Analyst,BI Analyst,3,135681829
Тестировщик-автоматизатор,Этажи Федеральная компания,"Тюмень, р-н Восточный",Опыт 1-3 года,https://hh.ru/vacancy/136005222?query=BI+Analyst,BI Analyst,3,136005222
Data Engineer,АО Владхлеб,"Владивосток, Народный проспект, 29",Опыт 1-3 года,https://hh.ru/vacancy/135812944?query=BI+Analyst,BI Analyst,3,135812944
Head of Performance Marketing / Performance Lead (iGaming / Online Lottery),UREMONT,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136079111?query=BI+Analyst,BI Analyst,3,136079111
"Руководитель отдела продаж / РОП по CRM, автоматизации и AI-проектам",ТОО Marketing GID,Алматы,Без опыта,https://hh.ru/vacancy/136320846?query=BI+Analyst,BI Analyst,3,136320846
Economist / financial analyst (экономист / финансовый аналитик),АО МЕЖРЕГИОНТРУБОПРОВОДСТРОЙ,"Сектор 3, Бизнес-Бей, Бизнес Бей, ME Dubai by Meliá",Опыт 3-6 лет,https://hh.ru/vacancy/136078789?query=BI+Analyst,BI Analyst,3,136078789
Data analyst,Сбер. IT,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/136265771?query=BI+Analyst,BI Analyst,3,136265771
Продуктовый аналитик (онлайн-банк ФЛ),ПАО БАНК УРАЛСИБ,Москва,Опыт 1-3 года,https://hh.ru/vacancy/134018690?query=BI+Analyst,BI Analyst,4,134018690
Бизнес-аналитик BI,ООО Объединенные кондитеры,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135836991?query=BI+Analyst,BI Analyst,4,135836991
Руководитель перформанс-маркетинга (Head of Performance Marketing),"Команда Мечты, Маркетинг и продажи","Санкт-Петербург, р-н Центральный",Опыт 3-6 лет,https://hh.ru/vacancy/135785326?query=BI+Analyst,BI Analyst,4,135785326
Data Engineer / Analyst,X-Cart (ООО Креативные Технологии),"Ульяновск, р-н Ленинский",Опыт 1-3 года,https://hh.ru/vacancy/135358251?query=BI+Analyst,BI Analyst,4,135358251
Data Analyst Senior,YLAB Development,"Москва, р-н Тверской",Опыт более 6 лет,https://hh.ru/vacancy/135774302?query=BI+Analyst,BI Analyst,4,135774302
Разработчик 1С Зарплата и управление персоналом,ООО Твоя Сеть,"Тюмень, р-н Центральный",Опыт 1-3 года,https://hh.ru/vacancy/136294275?query=BI+Analyst,BI Analyst,4,136294275
Ресёрч-аналитик отдела продаж,SellerGroup,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135786925?query=BI+Analyst,BI Analyst,4,135786925
Продуктовый аналитик (middle-senior),AllTYRES | Импорт и Продажа Автомобилей,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135491533?query=BI+Analyst,BI Analyst,4,135491533
BI Разработчик,АО РусГидро ОЦО,Нижний Новгород,Опыт 1-3 года,https://hh.ru/vacancy/135777449?query=BI+Analyst,BI Analyst,4,135777449
Финансовый аналитик,ТОО Ecash 3,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/135523828?query=BI+Analyst,BI Analyst,4,135523828
Аналитик по отраслевой и продуктовой отчетности/ BI-аналитик,АО Просвещение,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135993600?query=BI+Analyst,BI Analyst,4,135993600
Руководитель управления безопасности,"X5, Управляющая компания",Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/135930710?query=BI+Analyst,BI Analyst,4,135930710
"BI-аналитик (Отдел моделирования, автоматизации и визуализации данных)",СПб ГКУ Санкт-Петербургский информационно-аналитический центр,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/131992603?query=BI+Analyst,BI Analyst,4,131992603
BI Analyst middle (Сербия),Employcity,Белград,Опыт 3-6 лет,https://hh.ru/vacancy/134343633?query=BI+Analyst,BI Analyst,4,134343633
BI- инженер,ООО Цифровые привычки,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135781936?query=BI+Analyst,BI Analyst,4,135781936
Аналитик данных (Data analyst),"Красное & Белое, розничная сеть","Москва, р-н Пресненский",Опыт 1-3 года,https://hh.ru/vacancy/115109674?query=BI+Analyst,BI Analyst,4,115109674
Product Analyst,ООО Ок Софт,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135831324?query=BI+Analyst,BI Analyst,4,135831324
Лидер инициативы управления ценностью данных и Data Marketplace / Head of Data Value Management,Сбер для экспертов,Москва,Опыт более 6 лет,https://hh.ru/vacancy/136266325?query=BI+Analyst,BI Analyst,4,136266325
Руководитель направления по управлению данными,"ПАО Держава , АКБ",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135520547?query=BI+Analyst,BI Analyst,4,135520547
Growth Analyst / Аналитик перформанс-маркетинга,ТОО Invictus Astana,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136141635?query=BI+Analyst,BI Analyst,4,136141635
Директор по логистике (транспортная экспедиция),ООО РД Транспорт,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136028608?query=BI+Analyst,BI Analyst,5,136028608
Аналитик данных,Okko,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135545262?query=BI+Analyst,BI Analyst,5,135545262
Системный аналитик,АО PAYNET,"Ташкент, 1-й проезд Мукими, 59",Опыт 3-6 лет,https://hh.ru/vacancy/132626240?query=BI+Analyst,BI Analyst,5,132626240
Аналитик данных,ГКУ Инфогород,"Москва, р-н Басманный",Опыт 1-3 года,https://hh.ru/vacancy/135779652?query=BI+Analyst,BI Analyst,5,135779652
Finance Business Partner / Бизнес-партнер по финансовым вопросам,АстраЗенека,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135902773?query=BI+Analyst,BI Analyst,5,135902773
Главный специалист Департамента транзакционного бизнеса,АКБ Тенге Банк,"Ташкент, улица Ислама Каримова, 1/1Б",Опыт 1-3 года,https://hh.ru/vacancy/125524686?query=BI+Analyst,BI Analyst,5,125524686
Бизнес-аналитик 1С,ООО Профессиональные кадры,"Курск, р-н Сеймский",Опыт 3-6 лет,https://hh.ru/vacancy/134097834?query=BI+Analyst,BI Analyst,5,134097834
Data analyst,ГКУ Инфогород,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135954349?query=BI+Analyst,BI Analyst,5,135954349
Стажёр в отдел недвижимости,Этажи Урал,"Сургут, р-н Центральный",Без опыта,https://hh.ru/vacancy/133071586?query=BI+Analyst,BI Analyst,5,133071586
Аналитик данных \ Data Analyst,ООО Марс,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135847836?query=BI+Analyst,BI Analyst,5,135847836
Junior Product Analyst,ООО Хайкор Геймз,Минск,Опыт 1-3 года,https://rabota.by/vacancy/135560876?query=BI+Analyst&hhtmFrom=vacancy_search_list,BI Analyst,5,135560876
Data analyst,ООО Лоция,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135373087?query=BI+Analyst,BI Analyst,5,135373087
Аналитик данных/Data Analyst,Aston,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135894851?query=BI+Analyst,BI Analyst,5,135894851
"Менеджер по развитию CRM, 1С и AI-проектов",ТОО Marketing GID,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136320781?query=BI+Analyst,BI Analyst,5,136320781
Аналитик / Middle Analyst,Adam Frost,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135682248?query=BI+Analyst,BI Analyst,5,135682248
Разработчик Power BI (BI-аналитик),Ригла,Нижний Новгород,Опыт 3-6 лет,https://hh.ru/vacancy/135868256?query=BI+Analyst,BI Analyst,5,135868256
BI-аналитик,ГУП МО МОСОБЛВОДОКАНАЛ,"деревня Раздоры, Рублёво-Успенское шоссе, 1-й километр, 1",Опыт 1-3 года,https://hh.ru/vacancy/132721868?query=BI+Analyst,BI Analyst,5,132721868
BI-аналитик,"Монетка, Торговая сеть","Москва, р-н Тверской",Опыт 3-6 лет,https://hh.ru/vacancy/135814993?query=BI+Analyst,BI Analyst,5,135814993
Аналитик данных,Selecty,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135372782?query=BI+Analyst,BI Analyst,5,135372782
Traffic analyst,Azura Infinity,Москва,Опыт 1-3 года,https://hh.ru/vacancy/136031368?query=BI+Analyst,BI Analyst,5,136031368
Cтарший Финансовый аналитик/Senior Financial Analyst Russia&CIS,AbbVie,"Москва, р-н Войковский",Опыт 3-6 лет,https://hh.ru/vacancy/131766081?query=BI+Analyst,BI Analyst,6,131766081
Аналитик Data Governance (МГТС),"""МТС"", Работа в IT","Москва, р-н Красносельский",Опыт 1-3 года,https://hh.ru/vacancy/134873873?query=BI+Analyst,BI Analyst,6,134873873
"Проектный KAM по продажам НКУ (B2B, проектные продажи, электротехника) / Project Key Account Manager","Провенто, ГК",Москва,Опыт 1-3 года,https://hh.ru/vacancy/135873291?query=BI+Analyst,BI Analyst,6,135873291
Middle Product Analyst (Продуктовый аналитик),АО CLICK,Ташкент,Опыт 1-3 года,https://hh.ru/vacancy/135692281?query=BI+Analyst,BI Analyst,6,135692281
Project Manager CRM,DDX Fitness,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135831404?query=BI+Analyst,BI Analyst,6,135831404
BI-аналитик / аналитик данных,Онлайн-школа №1,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/133918089?query=BI+Analyst,BI Analyst,6,133918089
Системный аналитик DWH,ООО МФК ВЭББАНКИР,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135829589?query=BI+Analyst,BI Analyst,6,135829589
Аналитик,Частная компания EURASIAN RETАIL GROUP Limited,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/135423014?query=BI+Analyst,BI Analyst,6,135423014
BI-аналитик,АО Владхлеб,"Владивосток, Народный проспект, 29",Опыт 1-3 года,https://hh.ru/vacancy/135812955?query=BI+Analyst,BI Analyst,6,135812955
Аналитик данных (Debt collection analyst),ТОО MELKAZ,Кейптаун,Опыт 3-6 лет,https://hh.ru/vacancy/136032860?query=BI+Analyst,BI Analyst,6,136032860
Руководитель отдела продаж (инновационное производство биопротезов),HR-Иркутск,"Иркутск, р-н Правобережный",Опыт более 6 лет,https://hh.ru/vacancy/135652589?query=BI+Analyst,BI Analyst,6,135652589
Data Analyst (ML) / Аналитик данных,Арнест ЮниРусь,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134687022?query=BI+Analyst,BI Analyst,6,134687022
Аналитик (отдел Ассортиментного планирования),OSTIN. Офис и мастерская,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135648187?query=BI+Analyst,BI Analyst,6,135648187
Руководитель продукта платформы управления доступом / Product owner IAM,VVP Group,Химки,Опыт 3-6 лет,https://hh.ru/vacancy/135120843?query=BI+Analyst,BI Analyst,6,135120843
Специалист сервисной поддержки и аналитики ОЦО,АО Русская медная компания,Екатеринбург,Опыт 1-3 года,https://hh.ru/vacancy/135187155?query=BI+Analyst,BI Analyst,6,135187155
Финансовый аналитик (МГТС),"""МТС"", Аналитика",Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136035434?query=BI+Analyst,BI Analyst,6,136035434
Аналитик данных (DWH / BI / PySpark),Сбер. IT,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135918435?query=BI+Analyst,BI Analyst,6,135918435
Аналитик мастер-данных / Sales Business Analyst,ТОО Apple City Corps,Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/135985998?query=BI+Analyst,BI Analyst,6,135985998
Middle BI-аналитик,Московский филиал АО ЦентрИнформ,Москва,Без опыта,https://hh.ru/vacancy/134277628?query=BI+Analyst,BI Analyst,6,134277628
Senior BI Analyst (Tableau),Marfatech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135991364?query=BI+Analyst,BI Analyst,6,135991364
Senior Data Analyst,Korzinka (Anglesey food),"Ташкент, Малая кольцевая дорога, 4/1блок4",Опыт 3-6 лет,https://hh.ru/vacancy/136059603?query=BI+Analyst,BI Analyst,7,136059603
Senior Data Analyst,STARTRIBE LTD. Разработка,Тбилиси,Опыт 3-6 лет,https://hh.ru/vacancy/134655945?query=BI+Analyst,BI Analyst,7,134655945
AI Data Team Lead,АО Home Credit Bank (ДБ АО «ForteBank»),Алматы,Опыт 3-6 лет,https://hh.ru/vacancy/136236909?query=BI+Analyst,BI Analyst,7,136236909
Руководитель группы клиентского анализа,"Inventive Retail Group, Офис",Москва,Опыт 1-3 года,https://hh.ru/vacancy/136036539?query=BI+Analyst,BI Analyst,7,136036539
Ведущий экономист проекта,Группа RBI,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/134846033?query=BI+Analyst,BI Analyst,7,134846033
Разработчик BI (Аналитик-разработчик),АО ПРОГРЕСС,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135847375?query=BI+Analyst,BI Analyst,7,135847375
Маркетинговый аналитик (WEB /APP),Rendez-Vous. Офис,"Москва, р-н Восточное Дегунино",Опыт 3-6 лет,https://hh.ru/vacancy/135517331?query=BI+Analyst,BI Analyst,7,135517331
Аналитик корпоративной отчетности,S7 Group,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135423085?query=BI+Analyst,BI Analyst,7,135423085
"Senior BI Analyst (Tableau, Python)",Marfatech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135991584?query=BI+Analyst,BI Analyst,7,135991584
Разработчик программист интегратор Битрикс24 / АмоСРМ,ИП Бояров Андрей Николаевич,"Уфа, р-н Октябрьский",Опыт 3-6 лет,https://hh.ru/vacancy/135738498?query=BI+Analyst,BI Analyst,7,135738498
Владелец продукта «Рост партнёрской экосистемы» / Product Owner Enterprise Partner Growth,VVP Group,Химки,Опыт 3-6 лет,https://hh.ru/vacancy/135624316?query=BI+Analyst,BI Analyst,7,135624316
BI/Data Analyst,Team.Inno / Фабрика инноваций и решений,Минск,Опыт 1-3 года,https://rabota.by/vacancy/128755554?query=BI+Analyst&hhtmFrom=vacancy_search_list,BI Analyst,7,128755554
Руководитель продуктовой аналитики и исследований,ГКУ Инфогород,Москва,Опыт более 6 лет,https://hh.ru/vacancy/135614375?query=BI+Analyst,BI Analyst,7,135614375
Middle BI Analyst (Tableau),ТОО Connectivity Solutions (Коннективити Солюшнз),Алматы,Опыт 1-3 года,https://hh.ru/vacancy/135917941?query=BI+Analyst,BI Analyst,7,135917941
Преподаватель на курс по Аналитике данных,Бруноям,Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/136133487?query=BI+Analyst,BI Analyst,7,136133487
Руководитель службы коммерческой аналитики,ООО Акваарт,Санкт-Петербург,Опыт более 6 лет,https://hh.ru/vacancy/135624571?query=BI+Analyst,BI Analyst,7,135624571
Senior Data Analyst,ООО TRADINGVIEW GEORGIA,"Тбилиси, улица Жиули Шартава, 31/33",Опыт 3-6 лет,https://hh.ru/vacancy/135851808?query=BI+Analyst,BI Analyst,7,135851808
Middle Data Analyst – Аналитик по IFRS 9 и кредитному риску,Управление рисками,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 1-3 года,https://hh.ru/vacancy/136155473?query=BI+Analyst,BI Analyst,7,136155473
"Проектный KAM по продажам НКУ (B2B, проектные продажи, электротехника) / Project Key Account Manager","Провенто, ГК",Новосибирск,Опыт 1-3 года,https://hh.ru/vacancy/135873568?query=BI+Analyst,BI Analyst,7,135873568
Product Analyst (B2C),Ингосстрах,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135591420?query=BI+Analyst,BI Analyst,7,135591420
Senior Product analyst,Островок.Ostrovok!Tech,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/134027772?query=BI+Analyst,BI Analyst,8,134027772
Marketing Data Engineer,STARTRIBE LTD. Маркетинг,Кипр,Опыт 3-6 лет,https://hh.ru/vacancy/135556304?query=BI+Analyst,BI Analyst,8,135556304
"Senior Data Analyst (Дивизион ""Защитные страховые продукты и сервисы"")",Сбер для экспертов,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/136029737?query=BI+Analyst,BI Analyst,8,136029737
Data analyst,Сбер для экспертов,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135946114?query=BI+Analyst,BI Analyst,8,135946114
Начальник отдела разработки DWH и BI,ООО РМК Диджитал,Екатеринбург,Опыт 3-6 лет,https://hh.ru/vacancy/127560152?query=BI+Analyst,BI Analyst,8,127560152
"Проектный KAM по продажам НКУ (B2B, проектные продажи, электротехника) / Project Key Account Manager","Провенто, ГК",Санкт-Петербург,Опыт 1-3 года,https://hh.ru/vacancy/135610862?query=BI+Analyst,BI Analyst,8,135610862
Риелтор-стажер,Этажи Урал,"Нижневартовск, улица Героев Самотлора, 18",Без опыта,https://hh.ru/vacancy/135552476?query=BI+Analyst,BI Analyst,8,135552476
Эксперт по автоматизации отчетности Казначейства (BI аналитик),МТС Банк. Головной офис,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/133613511?query=BI+Analyst,BI Analyst,8,133613511
Системный аналитик DWH (Systems analyst DWH),А2 Консалтинг,Минск,Опыт 1-3 года,https://rabota.by/vacancy/132548754?query=BI+Analyst&hhtmFrom=vacancy_search_list,BI Analyst,8,132548754
Руководитель отдела финансовой аналитики,MANGO OFFICE,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135365133?query=BI+Analyst,BI Analyst,8,135365133
Product Analyst (WEB),STARTRIBE LTD. Разработка,Лимасол,Опыт более 6 лет,https://hh.ru/vacancy/135996939?query=BI+Analyst,BI Analyst,8,135996939
HR-аналитик,АНО Среда Возможностей,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135483146?query=BI+Analyst,BI Analyst,8,135483146
Бизнес-аналитик,ООО РусХимАльянс,Санкт-Петербург,Опыт 3-6 лет,https://hh.ru/vacancy/133728422?query=BI+Analyst,BI Analyst,8,133728422
Специалист по продажам новостроек,Этажи Сибирь,"Омск, р-н Кировский",Без опыта,https://hh.ru/vacancy/135863176?query=BI+Analyst,BI Analyst,8,135863176
Финансовый менеджер,АО ЭТАЛОН МЕНЕДЖМЕНТ,Москва,Опыт более 6 лет,https://hh.ru/vacancy/134823010?query=BI+Analyst,BI Analyst,8,134823010
Data analyst (Центр розничного риск - моделирования),Сбер. Data Science,Москва,Опыт 1-3 года,https://hh.ru/vacancy/135488895?query=BI+Analyst,BI Analyst,8,135488895
Главный специалист (Data analyst/engineer) Отдела продуктовой разработки,Капиталбанк. Головной офис,"Ташкент, улица Нукус, 86А",Опыт 1-3 года,https://hh.ru/vacancy/134578158?query=BI+Analyst,BI Analyst,8,134578158
Middle data analyst,Korzinka (Anglesey food),Ташкент,Опыт 1-3 года,https://hh.ru/vacancy/135814049?query=BI+Analyst,BI Analyst,8,135814049
Бизнес-тренер,ТОО ПРОГРЕСС&CO,"Алматы, проспект Абылай хана, 60",Опыт 3-6 лет,https://hh.ru/vacancy/135991630?query=BI+Analyst,BI Analyst,8,135991630
Data analyst CVM,АО Kcell,"Алматы, улица Тимирязева, 2Г",Опыт 3-6 лет,https://hh.ru/vacancy/135506729?query=BI+Analyst,BI Analyst,8,135506729
Senior Product Owner,Розничный бизнес и МСБ,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 3-6 лет,https://hh.ru/vacancy/136031135?query=BI+Analyst,BI Analyst,9,136031135
Team Lead Product Analytics / Руководитель группы продуктовой аналитики,Ситидрайв,Москва,Опыт 3-6 лет,https://hh.ru/vacancy/135396053?query=BI+Analyst,BI Analyst,9,135396053
Lead HR Data Analyst,HR,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 3-6 лет,https://hh.ru/vacancy/135539526?query=BI+Analyst,BI Analyst,9,135539526
Дата архитектор - Data Architect (Data Team Lead),ООО SOCIALTECH,"Ташкент, 3-й проезд Янгизамон, 1",Опыт более 6 лет,https://hh.ru/vacancy/135594313?query=BI+Analyst,BI Analyst,9,135594313
Senior Application Security Engineer (AppSec),BI Group. BI Engineering & Construction,"Астана, улица Сыганак, 17М",Опыт 3-6 лет,https://hh.ru/vacancy/135436341?query=BI+Analyst,BI Analyst,9,135436341
Product / Financial Analyst (LTV & Customer Analytics),Розничный бизнес и МСБ,"Ташкент, Мирзо-Улугбекский район, улица Шахрисабз, 30",Опыт 3-6 лет,https://hh.ru/vacancy/135943401?query=BI+Analyst,BI Analyst,9,135943401
Data Analyst (Senior),АО ANOR BANK,"Ташкент, улица Истикбол, 21",Опыт 3-6 лет,https://hh.ru/vacancy/135374739?query=BI+Analyst,BI Analyst,9,135374739
"Аналитик данных (Power BI, финансы/банки)",ТОО БИЛАБС,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/136219926?query=BI+Analyst,BI Analyst,9,136219926
BI Developer,ТОО MELKAZ,Алматы,Опыт 1-3 года,https://hh.ru/vacancy/135536600?query=BI+Analyst,BI Analyst,9,135536600
"Junior Risk Analyst (Fintech, POS-кредитование)",ООО PAYLATER,"Ташкент, улица Афросиаб, 14",Опыт 1-3 года,https://hh.ru/vacancy/135589295?query=BI+Analyst,BI Analyst,9,135589295
